Age,Gender,Revenue_Total,N_Purchases,Purchase_VALUE,Pay_Method,Time_Spent,Browser,Newsletter,Voucher,Purchase_Month,Purchase_Day,Average_PurchaseValue
33,0,2.5,1,2.5,3,704,0,1,0,6,23,2.5
24,0,10.2,5,4.386,3,204,0,0,0,8,30,2.04
18,1,35.7,7,17.493,0,234,2,0,0,5,27,5.1000000000000005
16,0,40.0,3,4.8,0,984,1,0,0,3,4,13.333333333333334
44,1,34.2,7,25.65,0,804,0,0,0,1,1,4.885714285714286
19,1,31.2,4,20.592,1,360,2,1,0,6,5,7.8
32,0,17.2,2,12.556,1,233,0,0,0,4,19,8.6
20,0,3.8,7,3.648,3,397,3,0,0,11,6,0.5428571428571428
28,1,2.1,3,1.995,1,726,1,0,0,3,8,0.7000000000000001
24,1,45.5,7,6.37,0,1004,0,0,1,7,24,6.5
44,1,51.7,7,21.714,2,675,0,0,1,11,28,7.385714285714286
31,1,22.0,5,1.54,1,733,0,0,0,6,9,4.4
57,1,18.8,1,18.8,3,824,0,0,0,11,26,18.8
24,1,31.4,2,20.41,0,140,0,0,0,6,6,15.7
57,0,34.5,6,29.325,1,1003,3,0,1,3,12,5.75
62,1,32.8,6,7.216,3,442,0,0,0,2,20,5.466666666666666
58,0,18.6,5,15.624,1,318,0,0,0,5,19,3.72
35,1,12.4,5,10.416,0,683,3,0,0,2,3,2.48
60,1,21.6,5,3.456,0,285,0,1,0,5,6,4.32
62,0,36.7,2,29.727,3,548,0,1,1,10,8,18.35
34,0,35.7,2,1.071,0,670,0,0,0,6,6,17.85
38,1,19.5,7,7.605,1,624,1,0,0,3,12,2.7857142857142856
16,1,36.8,5,15.456,3,953,0,0,0,1,21,7.359999999999999
47,1,34.6,1,34.6,1,860,0,0,0,1,4,34.6
17,0,40.0,5,22.0,0,780,3,0,1,3,26,8.0
22,0,39.9,2,31.92,3,647,3,0,0,1,15,19.95
19,1,46.9,4,3.283,1,539,2,0,0,8,16,11.725
43,1,15.5,6,15.5,1,916,0,0,0,8,30,2.5833333333333335
43,1,35.8,6,14.678,3,127,3,0,1,11,8,5.966666666666666
53,1,4.5,1,4.5,3,916,1,1,0,9,25,4.5
61,0,9.5,3,9.31,2,787,0,0,1,6,27,3.1666666666666665
19,1,7.1,7,1.988,1,644,0,1,1,8,27,1.0142857142857142
39,0,16.3,4,11.736,1,160,0,0,1,11,15,4.075
34,1,6.2,5,5.952,3,793,0,0,0,1,3,1.24
21,1,38.9,5,35.399,3,1071,0,0,0,11,11,7.779999999999999
46,1,35.0,6,28.0,0,948,1,1,0,9,5,5.833333333333333
56,1,34.7,2,6.593,2,527,0,0,0,7,17,17.35
39,0,50.7,6,1.014,3,966,0,0,1,10,30,8.450000000000001
25,0,19.7,7,4.334,2,500,0,0,0,9,21,2.814285714285714
40,1,44.3,6,43.414,0,912,0,0,0,5,2,7.383333333333333
26,1,33.9,2,5.085,0,437,0,0,1,12,25,16.95
39,1,38.9,3,20.617,0,760,1,0,0,10,3,12.966666666666667
49,0,39.2,2,30.576,1,496,1,0,0,5,19,19.6
21,1,31.5,5,29.925,3,417,1,0,0,1,30,6.3
43,1,5.7,4,3.762,0,393,0,0,0,7,23,1.425
62,0,14.0,4,5.32,1,501,2,0,0,1,4,3.5
16,1,34.2,2,33.174,3,276,0,0,0,10,28,17.1
23,0,17.5,7,12.075,1,644,1,0,0,3,1,2.5
38,1,55.1,6,14.877,1,775,1,0,0,7,10,9.183333333333334
60,1,29.2,6,9.344,2,488,0,0,1,8,12,4.866666666666666
48,1,7.0,6,2.66,0,298,0,0,0,11,15,1.1666666666666667
33,0,24.3,6,0.243,3,338,0,0,0,1,27,4.05
25,1,14.2,6,8.946,3,186,0,1,0,1,5,2.3666666666666667
27,1,28.6,5,19.448,2,144,3,0,0,6,14,5.720000000000001
42,0,48.1,6,38.961,0,840,0,1,0,10,17,8.016666666666667
62,1,37.3,7,11.563,3,770,0,0,0,4,10,5.328571428571428
49,0,29.9,5,26.611,0,674,0,0,0,9,18,5.9799999999999995
39,1,9.6,3,5.76,1,758,3,0,0,4,28,3.1999999999999997
51,1,23.8,6,16.184,2,526,0,0,0,8,12,3.966666666666667
47,0,15.4,5,0.924,0,402,3,0,0,11,2,3.08
51,1,48.7,4,40.908,0,395,0,0,0,7,9,12.175
46,1,27.2,2,7.344,3,860,0,0,0,8,12,13.6
33,0,18.4,6,3.864,0,444,0,0,0,1,9,3.0666666666666664
56,0,30.7,1,30.7,0,960,0,0,0,8,1,30.7
41,1,30.6,3,8.874,1,681,1,0,0,9,1,10.200000000000001
32,0,15.2,3,13.984,1,726,0,0,1,11,28,5.066666666666666
56,1,5.0,6,1.8,3,772,1,0,0,3,11,0.8333333333333334
22,1,5.5,7,2.475,1,491,0,0,0,11,16,0.7857142857142857
33,1,18.3,7,7.869,3,781,0,0,0,7,9,2.6142857142857143
32,0,18.8,2,13.912,0,455,0,0,0,11,9,9.4
32,1,18.6,4,8.184,3,762,3,0,0,1,17,4.65
44,1,53.3,2,2.132,1,672,0,0,1,2,21,26.65
41,1,13.9,6,5.282,0,738,1,0,1,10,8,2.316666666666667
39,1,3.6,3,3.096,0,280,2,0,1,1,28,1.2
36,1,58.5,2,28.665,0,532,0,0,0,8,30,29.25
30,1,31.2,3,29.328,1,738,1,1,0,1,12,10.4
25,1,19.4,2,7.954,1,399,0,0,0,12,15,9.7
39,0,10.9,5,8.284,1,671,1,0,0,10,11,2.18
33,1,11.6,1,11.6,2,123,1,1,0,4,20,11.6
31,0,17.0,2,3.4,3,923,0,0,0,9,15,8.5
42,1,6.4,1,6.4,0,152,0,0,0,12,21,6.4
55,1,31.3,3,18.467,1,565,0,0,0,4,6,10.433333333333334
23,0,19.2,2,18.24,1,633,0,0,0,11,7,9.6
42,1,35.2,2,33.44,0,789,0,1,0,10,25,17.6
40,1,2.4,2,0.312,0,672,1,0,0,1,30,1.2
60,1,12.4,7,4.092,2,198,1,0,0,9,18,1.7714285714285716
59,1,8.2,3,2.542,1,173,0,0,0,8,6,2.733333333333333
52,1,3.1,7,2.914,1,533,0,0,0,6,30,0.4428571428571429
52,1,5.0,5,1.6,1,828,0,0,0,1,9,1.0
40,1,37.8,7,26.838,2,383,1,0,1,12,31,5.3999999999999995
35,1,34.5,5,26.22,1,1048,0,0,1,3,14,6.9
48,1,54.9,5,17.019,3,816,3,0,0,3,29,10.98
63,1,32.3,2,4.845,1,133,0,0,0,8,18,16.15
25,1,41.9,4,38.967,3,442,0,1,0,10,31,10.475
59,0,13.0,2,7.67,1,730,0,0,1,11,11,6.5
46,1,37.5,5,19.125,1,663,0,0,0,5,8,7.5
21,1,9.8,1,9.8,1,431,3,0,0,10,17,9.8
62,0,0.9,6,0.414,2,600,0,0,1,5,19,0.15
29,0,27.7,4,5.817,0,584,3,1,1,5,17,6.925
27,1,39.5,7,9.085,2,203,0,1,0,8,16,5.642857142857143
59,1,5.3,7,0.106,2,892,0,0,1,10,10,0.7571428571428571
58,0,32.0,1,32.0,3,816,1,0,1,6,18,32.0
52,1,31.1,3,4.976,0,916,0,0,0,12,4,10.366666666666667
35,1,38.1,6,6.477,2,408,0,0,0,1,13,6.3500000000000005
46,1,55.3,2,33.733,3,832,0,0,1,8,18,27.65
17,1,35.1,7,31.239,1,478,0,0,0,8,6,5.014285714285714
38,0,35.6,1,35.6,3,782,3,0,1,7,23,35.6
29,1,29.5,4,2.95,1,1068,0,0,0,7,1,7.375
25,0,26.7,3,2.67,1,718,0,0,0,9,11,8.9
37,1,36.7,1,36.7,2,626,0,1,0,11,29,36.7
23,0,53.7,3,1.611,1,778,3,1,1,8,16,17.900000000000002
44,0,39.1,7,16.031,0,839,1,1,1,7,13,5.585714285714286
63,1,27.3,2,19.383,1,433,1,0,1,10,15,13.65
20,1,50.7,6,11.154,3,528,0,0,0,10,25,8.450000000000001
24,0,37.5,6,9.0,3,437,0,0,1,3,25,6.25
43,1,38.1,6,23.622,3,343,0,0,1,12,16,6.3500000000000005
29,1,5.9,7,5.546,3,939,0,0,0,9,6,0.8428571428571429
35,1,34.3,7,6.174,2,764,0,0,0,2,20,4.8999999999999995
53,1,30.1,7,23.779,3,133,0,0,0,5,10,4.3
61,1,7.1,4,4.544,1,721,0,0,1,4,11,1.775
33,1,23.3,1,23.3,1,357,0,0,1,4,6,23.3
51,0,28.9,1,28.9,0,302,0,0,0,10,7,28.9
18,1,33.5,7,23.785,1,1059,1,1,0,3,21,4.785714285714286
36,1,25.7,2,5.14,2,1029,0,1,0,2,21,12.85
63,0,36.1,7,27.436,0,670,0,0,0,4,27,5.1571428571428575
44,1,24.5,2,1.225,0,511,0,0,0,9,29,12.25
38,1,20.1,1,20.1,1,623,0,0,1,7,6,20.1
40,1,40.9,4,34.765,3,141,3,0,0,9,4,10.225
42,0,54.9,4,8.784,3,593,0,0,0,7,9,13.725
57,1,2.0,7,1.64,2,174,0,0,0,12,9,0.2857142857142857
38,1,35.0,6,17.85,0,416,0,0,0,1,3,5.833333333333333
19,1,35.2,3,13.728,2,1006,2,0,1,8,6,11.733333333333334
45,0,36.8,6,22.448,2,683,1,1,0,10,3,6.133333333333333
21,1,14.7,4,10.143,2,237,0,0,0,3,13,3.675
18,0,39.1,4,4.301,3,422,0,1,0,12,3,9.775
17,1,1.6,6,0.112,3,576,0,1,0,9,16,0.26666666666666666
48,1,31.5,3,18.9,0,322,0,0,1,5,7,10.5
24,1,26.6,3,1.33,0,615,0,1,0,10,17,8.866666666666667
41,1,59.7,7,30.447,2,348,0,0,0,1,8,8.528571428571428
28,1,12.2,5,5.124,3,659,0,0,0,12,19,2.44
53,1,22.4,7,3.584,2,499,0,1,0,1,5,3.1999999999999997
53,0,55.5,3,9.435,1,381,0,0,0,7,20,18.5
29,0,12.5,6,8.75,1,528,1,0,1,3,30,2.0833333333333335
25,1,47.1,6,17.898,2,709,0,0,0,8,4,7.8500000000000005
54,1,20.3,2,19.488,0,377,2,0,0,3,21,10.15
20,0,50.5,4,9.09,2,337,1,0,0,4,22,12.625
63,1,7.7,3,2.31,1,516,0,0,1,8,9,2.566666666666667
40,1,43.7,1,43.7,0,298,1,0,0,2,23,43.7
32,0,42.7,3,22.204,3,586,1,0,1,8,22,14.233333333333334
16,0,32.1,2,17.013,3,891,1,0,0,6,4,16.05
43,1,11.9,5,3.689,3,444,0,0,1,5,22,2.38
51,1,32.2,1,32.2,2,261,1,0,0,1,1,32.2
57,0,3.4,3,2.686,3,1063,0,0,0,1,25,1.1333333333333333
18,1,38.9,3,10.503,3,194,1,0,0,8,11,12.966666666666667
51,0,20.3,6,18.676,2,390,0,0,0,9,17,3.3833333333333333
27,1,16.2,2,1.134,2,154,1,0,0,10,8,8.1
18,0,39.8,6,8.756,0,350,0,0,1,1,30,6.633333333333333
50,1,1.5,1,1.5,2,989,0,0,0,9,9,1.5
50,1,35.1,1,35.1,2,446,0,0,1,3,6,35.1
34,1,11.1,3,9.324,1,440,0,0,0,9,11,3.6999999999999997
22,1,33.7,1,33.7,3,275,0,0,0,8,11,33.7
17,1,25.9,2,2.331,0,584,0,0,0,9,17,12.95
63,1,6.1,7,2.44,0,171,2,0,0,7,31,0.8714285714285713
63,0,27.0,1,27.0,1,674,0,0,1,12,11,27.0
56,1,16.5,2,12.21,3,1074,1,0,0,10,9,8.25
44,1,34.3,4,13.377,1,544,0,1,1,6,27,8.575
22,1,33.3,5,7.326,1,335,0,1,0,3,23,6.659999999999999
46,1,11.4,7,2.394,0,488,0,0,0,4,28,1.6285714285714286
24,1,59.5,7,47.6,2,994,0,0,0,9,25,8.5
36,1,33.3,7,23.31,2,817,0,0,0,4,15,4.757142857142857
57,0,29.1,7,27.063,2,414,0,0,0,4,17,4.1571428571428575
57,1,33.7,2,29.993,1,382,3,1,1,6,9,16.85
22,1,36.7,6,23.488,0,409,1,1,0,7,2,6.116666666666667
63,1,14.2,6,0.852,0,1078,0,0,1,5,16,2.3666666666666667
20,1,35.3,7,10.943,1,137,1,0,0,10,20,5.042857142857143
51,0,29.9,3,23.92,0,394,2,0,0,11,3,9.966666666666667
63,1,56.1,5,46.002,0,503,0,0,0,1,5,11.22
19,1,39.7,6,30.966,3,298,1,0,0,7,6,6.616666666666667
52,1,23.2,1,23.2,3,347,0,0,0,10,20,23.2
57,0,33.2,6,27.224,3,642,0,0,1,1,13,5.533333333333334
18,1,45.9,4,34.425,1,439,0,1,0,7,28,11.475
18,1,16.9,7,13.689,1,1035,1,0,0,9,22,2.414285714285714
58,0,23.8,6,13.804,0,670,0,0,0,2,13,3.966666666666667
44,0,36.5,6,23.36,0,924,1,0,0,1,26,6.083333333333333
37,1,36.1,4,21.66,1,252,3,1,0,10,21,9.025
63,0,17.0,2,15.81,0,906,1,0,1,3,10,8.5
42,1,27.6,1,27.6,3,965,0,0,0,1,6,27.6
17,1,26.7,7,4.272,1,432,0,0,0,4,10,3.814285714285714
29,0,45.9,3,35.802,0,537,0,0,0,10,6,15.299999999999999
44,1,4.5,5,2.79,0,881,3,0,0,1,17,0.9
39,1,39.6,3,37.62,0,727,0,0,1,8,25,13.200000000000001
16,1,30.3,4,13.938,1,305,0,0,0,12,11,7.575
37,1,7.3,7,5.256,2,500,0,0,0,8,7,1.042857142857143
34,0,45.5,1,45.5,3,989,1,0,0,6,17,45.5
27,1,16.7,5,2.004,2,505,1,0,0,7,18,3.34
25,0,35.1,3,13.338,2,354,0,0,1,6,29,11.700000000000001
53,0,25.2,1,25.2,2,542,0,0,0,7,17,25.2
24,1,27.8,6,11.398,0,143,0,0,0,9,12,4.633333333333334
58,1,1.8,7,0.684,3,939,0,0,0,11,29,0.2571428571428572
50,1,7.6,4,3.648,0,172,1,0,0,5,9,1.9
57,1,12.7,7,1.397,1,975,0,0,1,10,28,1.8142857142857143
51,0,2.8,1,2.8,3,277,0,0,1,9,13,2.8
59,1,23.3,7,23.3,1,207,1,0,0,6,17,3.3285714285714287
43,1,24.2,1,24.2,2,493,1,0,0,8,25,24.2
28,0,35.0,5,2.1,1,843,0,0,0,2,23,7.0
28,1,1.4,5,0.966,3,751,0,0,0,4,22,0.27999999999999997
47,1,28.9,4,10.693,3,767,1,1,0,1,23,7.225
61,1,38.1,3,8.763,0,724,0,0,1,4,7,12.700000000000001
17,1,34.4,1,34.4,1,121,1,0,0,4,18,34.4
46,1,37.7,7,30.537,2,350,1,0,0,9,6,5.385714285714286
18,1,38.1,5,2.286,3,343,3,0,0,1,14,7.62
17,1,34.0,5,31.96,2,960,1,0,0,4,28,6.8
60,1,6.9,1,6.9,1,518,3,0,1,7,24,6.9
29,0,15.6,5,0.624,2,805,0,0,0,5,20,3.12
21,1,25.5,2,9.945,2,1010,1,0,0,1,14,12.75
29,1,31.9,5,19.459,0,472,1,0,1,6,25,6.38
41,0,34.1,3,25.575,1,285,0,0,0,8,30,11.366666666666667
51,1,7.7,5,5.005,0,677,1,0,0,1,18,1.54
35,1,52.5,3,34.65,3,205,0,0,0,1,29,17.5
63,1,24.6,7,5.658,3,842,2,0,1,9,18,3.5142857142857147
41,0,1.5,4,0.72,1,915,0,0,0,5,2,0.375
43,1,32.0,2,23.36,2,505,3,1,1,10,22,16.0
50,1,32.5,4,15.6,2,790,0,1,0,2,27,8.125
60,0,5.8,2,0.928,1,609,0,0,1,7,31,2.9
26,0,9.3,5,8.463,1,243,0,1,1,12,15,1.86
41,1,32.7,1,32.7,2,391,0,0,0,1,24,32.7
50,1,57.1,7,17.701,0,308,0,0,0,7,26,8.157142857142857
55,1,12.7,2,9.144,0,706,0,0,0,9,17,6.35
59,1,34.8,7,13.92,0,824,0,0,0,10,30,4.971428571428571
57,1,40.0,3,12.4,2,494,3,0,1,4,9,13.333333333333334
30,1,52.5,5,45.675,1,1070,0,0,1,11,25,10.5
63,1,32.4,7,2.268,2,701,0,0,0,10,24,4.628571428571428
63,1,9.6,5,2.112,1,741,0,0,0,9,15,1.92
42,0,26.7,3,16.02,3,166,1,0,1,1,15,8.9
25,1,48.1,7,23.569,1,849,0,0,0,8,4,6.871428571428572
32,1,50.7,4,11.661,3,955,0,0,0,12,14,12.675
55,1,7.4,1,7.4,0,846,0,1,1,8,4,7.4
60,1,31.1,6,20.526,3,376,2,0,0,3,8,5.183333333333334
39,1,37.3,7,6.714,1,611,0,0,0,6,7,5.328571428571428
38,0,6.4,1,6.4,3,959,0,1,0,5,11,6.4
27,1,10.6,4,10.494,3,1018,3,0,0,3,29,2.65
19,1,23.9,4,8.604,3,264,1,0,0,1,13,5.975
20,0,21.8,1,21.8,1,882,3,0,0,3,6,21.8
47,1,11.3,7,2.599,0,777,1,0,0,8,1,1.6142857142857143
45,0,6.7,6,3.819,3,859,0,0,1,11,16,1.1166666666666667
46,0,5.7,7,3.078,2,574,0,0,1,12,13,0.8142857142857143
33,1,30.3,6,11.514,3,279,0,0,0,12,8,5.05
53,1,32.9,3,5.264,2,477,1,0,0,6,18,10.966666666666667
54,1,36.5,3,26.28,1,615,0,0,0,3,26,12.166666666666666
27,1,30.5,7,5.795,2,542,0,0,0,1,30,4.357142857142857
33,1,38.5,7,25.795,0,844,0,0,0,3,22,5.5
57,1,34.0,1,34.0,1,584,3,0,0,3,5,34.0
61,1,37.8,6,37.044,2,1058,0,0,0,10,20,6.3
54,1,2.3,4,1.38,1,937,0,1,0,1,22,0.575
26,0,20.1,6,1.407,0,868,0,0,1,8,25,3.35
38,1,13.9,6,12.093,1,158,0,0,0,10,23,2.316666666666667
28,0,33.6,2,23.856,3,163,0,1,0,4,11,16.8
55,0,57.9,5,43.425,2,377,0,0,1,3,4,11.58
23,1,56.9,5,19.346,2,883,3,1,0,3,16,11.379999999999999
59,1,49.3,1,49.3,0,512,1,0,1,1,9,49.3
54,0,32.4,7,19.44,0,802,0,0,0,5,20,4.628571428571428
42,0,37.1,7,16.324,2,329,3,0,0,9,14,5.3
31,1,30.1,1,30.1,3,238,1,0,1,1,12,30.1
48,1,22.9,1,22.9,1,615,0,0,0,2,7,22.9
19,1,16.9,4,6.929,0,918,1,0,1,7,4,4.225
50,0,16.6,2,16.268,0,776,0,0,1,5,25,8.3
36,1,25.1,1,25.1,3,202,3,0,0,11,23,25.1
31,1,38.1,4,3.429,3,482,1,0,0,7,21,9.525
24,1,21.6,1,21.6,0,927,1,0,0,2,24,21.6
63,0,19.8,5,14.058,0,653,0,0,0,1,15,3.96
38,0,18.3,5,2.745,1,247,0,0,0,8,31,3.66
28,1,46.1,7,22.128,1,162,0,0,1,9,11,6.585714285714286
41,1,38.5,2,30.415,2,1045,0,0,1,2,8,19.25
31,0,33.0,6,20.46,0,322,1,0,0,12,26,5.5
29,0,8.4,1,8.4,3,402,0,0,0,10,12,8.4
45,1,15.5,1,15.5,1,448,1,1,0,11,15,15.5
52,1,1.6,1,1.6,0,841,0,0,0,11,22,1.6
16,1,23.7,5,4.977,1,331,1,1,0,8,25,4.74
18,0,42.1,1,42.1,1,720,0,0,0,1,17,42.1
38,0,20.6,7,17.51,3,884,1,0,1,7,6,2.942857142857143
55,0,53.3,4,43.173,0,137,0,0,0,11,28,13.325
59,1,33.0,2,31.02,1,774,0,1,0,2,12,16.5
19,1,39.4,4,18.518,0,1003,0,1,0,6,3,9.85
20,0,39.2,5,26.264,0,235,1,0,0,4,25,7.840000000000001
29,0,30.8,2,14.476,2,801,1,0,0,4,15,15.4
44,0,15.0,6,13.35,1,539,0,0,0,10,25,2.5
42,1,31.1,3,30.789,2,616,0,1,0,9,21,10.366666666666667
24,0,21.7,5,4.34,1,765,1,1,0,9,18,4.34
43,1,21.8,3,3.27,3,701,0,0,0,12,16,7.266666666666667
43,1,34.2,3,5.13,1,1075,1,0,1,12,13,11.4
34,1,28.8,3,17.856,2,782,0,0,0,10,15,9.6
60,0,25.5,3,19.635,3,423,1,0,0,10,20,8.5
28,0,36.5,7,10.22,0,784,0,0,0,7,23,5.214285714285714
30,1,37.6,5,16.544,1,693,0,0,0,12,14,7.5200000000000005
59,1,23.7,4,10.665,1,589,0,1,0,10,9,5.925
44,0,2.0,7,2.0,1,763,0,0,1,1,27,0.2857142857142857
42,0,32.7,7,31.719,3,345,0,1,0,6,3,4.671428571428572
57,0,2.0,5,0.1,1,778,0,0,1,9,23,0.4
48,0,3.7,5,0.111,0,671,0,0,1,7,12,0.74
55,1,10.3,3,7.725,0,269,0,0,0,9,19,3.4333333333333336
16,1,30.6,3,25.704,1,531,0,0,1,8,24,10.200000000000001
62,0,28.2,4,2.256,2,976,0,0,0,12,29,7.05
32,1,27.6,2,10.764,1,727,0,1,0,11,9,13.8
23,1,36.2,3,9.412,2,644,3,0,0,5,2,12.066666666666668
56,0,39.2,7,4.704,3,411,0,0,0,6,10,5.6000000000000005
49,1,5.3,7,4.452,2,547,0,0,1,10,5,0.7571428571428571
20,1,53.5,4,7.49,1,269,0,0,0,11,15,13.375
38,1,36.4,4,16.016,2,530,0,0,0,5,5,9.1
34,1,35.1,6,20.358,0,858,0,0,0,5,14,5.8500000000000005
21,1,6.9,3,3.381,0,926,0,0,0,8,6,2.3000000000000003
53,1,3.1,7,0.775,1,889,0,0,1,1,3,0.4428571428571429
22,0,59.5,4,20.23,1,911,0,0,0,12,5,14.875
30,0,46.7,2,26.152,0,715,0,0,1,3,7,23.35
48,0,7.7,6,4.62,1,827,0,0,0,4,7,1.2833333333333334
39,0,43.3,5,23.815,0,439,0,0,0,3,9,8.66
62,1,13.3,2,11.571,2,290,3,0,1,10,25,6.65
55,1,30.1,7,10.535,0,714,0,0,0,1,9,4.3
39,0,35.4,7,27.966,1,373,1,0,1,1,6,5.057142857142857
42,1,38.5,3,37.345,1,316,0,0,0,6,9,12.833333333333334
40,1,14.7,5,2.499,0,1038,0,0,0,12,13,2.94
38,1,23.4,7,17.082,1,837,0,0,0,7,3,3.3428571428571425
52,1,23.1,6,20.328,0,488,0,0,1,1,14,3.85
61,0,33.0,5,18.48,1,974,1,0,0,7,2,6.6
62,1,3.1,5,0.093,0,793,0,0,1,2,9,0.62
33,1,20.4,6,5.712,1,161,0,0,0,3,22,3.4
46,1,20.7,3,13.248,0,1054,0,0,0,12,13,6.8999999999999995
49,0,48.5,5,43.165,0,566,0,0,1,11,13,9.7
39,1,10.9,7,10.791,3,422,0,0,0,10,2,1.5571428571428572
46,1,3.6,3,0.144,3,783,1,0,0,7,23,1.2
54,1,47.1,1,47.1,3,1006,0,0,0,1,22,47.1
33,1,15.6,5,12.324,0,726,0,1,0,7,24,3.12
59,1,37.9,3,4.548,0,1031,0,1,0,1,18,12.633333333333333
28,1,15.9,5,1.272,1,1014,1,0,0,9,24,3.18
17,1,1.0,2,0.91,2,308,3,0,1,3,30,0.5
34,1,25.6,7,18.176,3,269,0,0,0,6,2,3.6571428571428575
46,1,52.9,6,29.624,1,365,0,0,0,7,26,8.816666666666666
23,1,56.3,7,4.504,2,546,0,0,0,5,17,8.042857142857143
45,1,21.7,2,15.407,1,566,1,0,0,9,19,10.85
46,1,36.1,1,36.1,3,1066,3,0,0,1,20,36.1
60,1,39.2,5,28.616,2,547,3,0,1,12,31,7.840000000000001
47,1,30.7,5,12.894,0,1003,0,0,1,2,28,6.14
47,0,23.6,3,6.372,1,1047,0,0,0,1,23,7.866666666666667
39,1,12.0,1,12.0,2,562,2,0,0,7,10,12.0
21,0,12.0,6,4.08,1,795,0,0,0,1,28,2.0
44,1,11.9,6,1.071,1,440,1,0,0,1,9,1.9833333333333334
46,0,1.8,6,0.972,1,255,0,0,1,12,25,0.3
39,0,32.7,2,5.232,1,199,0,0,0,11,27,16.35
19,1,32.2,6,15.778,1,788,3,0,0,8,13,5.366666666666667
45,1,34.3,6,24.01,0,248,0,0,0,11,19,5.716666666666666
29,1,58.3,2,0.583,2,1013,0,0,1,8,4,29.15
31,1,24.4,7,3.172,1,682,1,0,0,9,25,3.4857142857142853
61,1,2.4,6,1.32,0,596,2,0,0,2,15,0.39999999999999997
55,1,32.1,2,31.137,2,137,0,0,1,11,3,16.05
40,1,23.6,3,10.856,2,375,0,0,1,11,9,7.866666666666667
36,1,17.2,6,15.652,1,202,1,0,1,9,22,2.8666666666666667
53,1,2.9,3,1.914,1,707,1,0,0,4,20,0.9666666666666667
51,1,40.0,2,34.8,0,622,1,0,0,10,14,20.0
44,0,49.9,6,42.415,0,672,3,0,0,11,3,8.316666666666666
40,1,58.1,7,33.117,2,243,2,0,0,7,15,8.3
18,1,45.1,2,45.1,2,879,1,0,0,6,6,22.55
40,1,32.9,3,8.554,0,977,0,1,0,1,20,10.966666666666667
17,1,12.1,4,11.132,0,338,0,1,0,7,16,3.025
61,1,24.1,5,8.194,1,178,0,0,0,3,4,4.82
60,1,51.1,7,47.523,1,457,0,0,1,5,4,7.3
51,1,30.1,7,24.682,1,488,2,0,0,3,3,4.3
22,1,17.1,3,14.193,3,236,0,0,0,9,29,5.7
34,1,4.2,2,4.2,2,576,0,0,0,12,18,2.1
31,1,3.3,5,2.739,1,1066,1,0,0,9,18,0.6599999999999999
20,1,34.8,6,1.392,2,810,0,0,0,1,31,5.8
43,1,11.9,6,7.497,3,245,0,0,1,8,14,1.9833333333333334
56,1,33.0,7,9.24,0,268,0,0,1,4,15,4.714285714285714
56,1,38.7,7,10.062,3,312,3,0,0,11,13,5.528571428571429
59,0,18.3,7,5.856,3,293,1,0,0,4,28,2.6142857142857143
17,1,21.6,3,19.872,3,237,1,0,0,11,14,7.2
18,1,51.3,1,51.3,0,743,0,0,1,10,26,51.3
37,1,9.7,1,9.7,0,399,0,1,0,11,22,9.7
42,0,39.9,4,11.172,0,510,0,0,0,10,27,9.975
18,1,7.3,3,6.643,2,767,1,0,0,3,22,2.433333333333333
16,1,38.4,2,10.368,2,617,0,0,0,8,17,19.2
32,1,33.0,7,10.56,3,803,0,0,1,5,27,4.714285714285714
48,1,31.2,3,20.904,0,363,0,0,0,5,19,10.4
17,1,8.7,7,1.218,0,759,3,0,0,9,26,1.2428571428571427
31,1,23.4,5,5.382,0,559,1,1,0,10,27,4.68
51,1,34.5,7,10.005,2,528,1,0,1,1,1,4.928571428571429
33,1,10.9,1,10.9,0,690,0,0,1,11,8,10.9
20,1,19.2,7,16.32,0,305,0,0,0,2,23,2.742857142857143
45,1,39.1,7,12.512,0,539,0,0,0,3,24,5.585714285714286
38,1,5.4,7,3.564,2,820,0,1,0,2,22,0.7714285714285715
37,1,50.1,6,4.509,3,185,0,1,1,7,14,8.35
18,1,38.1,7,10.287,3,749,3,0,0,12,29,5.442857142857143
24,0,15.7,3,9.106,1,649,0,0,0,1,12,5.233333333333333
61,1,9.3,1,9.3,2,172,0,0,1,4,15,9.3
61,0,26.1,2,19.836,1,203,0,0,0,9,12,13.05
43,1,30.9,5,14.214,2,391,0,0,0,2,3,6.18
45,1,38.0,1,38.0,1,1047,0,0,0,11,26,38.0
53,0,34.8,3,9.048,1,967,3,1,1,4,1,11.6
20,1,35.9,3,19.027,0,516,2,1,0,7,26,11.966666666666667
61,0,18.9,3,2.268,0,476,1,0,1,6,4,6.3
43,1,16.1,3,15.939,0,270,1,0,1,4,4,5.366666666666667
38,1,7.1,5,1.562,0,632,1,0,0,8,29,1.42
62,0,30.8,7,22.176,3,929,1,0,1,11,5,4.4
44,1,32.7,1,32.7,1,900,3,0,0,2,22,32.7
54,1,9.2,3,4.416,1,480,1,0,1,7,24,3.0666666666666664
47,0,34.3,4,23.324,2,407,0,0,0,11,23,8.575
27,1,19.4,1,19.4,1,893,0,0,1,6,29,19.4
32,0,32.4,4,12.636,2,759,3,0,0,11,4,8.1
51,1,11.3,7,10.961,1,367,1,0,1,9,4,1.6142857142857143
23,1,18.1,1,18.1,2,821,0,0,0,12,8,18.1
39,1,30.1,3,19.866,1,215,0,0,0,4,29,10.033333333333333
36,1,56.7,1,56.7,3,337,0,0,0,7,7,56.7
